ID	DOCULECT	GLOSS_IN_SOURCE	CONCEPT	IPA	TOKENS	ALIGNMENT	NOTE	BORROWING	CHINESE	COGID	COGIDS	HANZI	MORPHEME_STRUCTURE
19800	Dulong	living (adj.)	to be alive	ɑ³¹ŋɑt⁵⁵	ɑ ³¹ + ŋ ɑ t ⁵⁵	ɑ ³¹ + ŋ ɑ t ⁵⁵				2794			
19805	Daofu	green	green	sŋur ma	s ŋ u r + m a	- - - - - s - ŋ u - - - - ( - r + m a )				1098			
19806	Daofu	count (numbers)	to count	ʂtse dʐu	ʂ ts e + ɖʐ u	) ʂ ts e + ɖʐ u	!	tib[rtsi]		1019			
19808	Tibetan_Batang	belly	the belly	tʂᴜ¹³pa⁵³	tʂ ᴜ ¹³ ◦ p a ⁵³	tʂ ᴜ ¹³ ( ◦ p a ⁵³ )				863			
19809	Daofu	sleep	to sleep	rgə	r g ə	r g ə	!			3056			
19813	Daofu	die	to die	də shɛ	d ə + sʰ ɛ	) d ə + sʰ ɛ				163			
19822	Tibetan_Batang	morning	morning	xo¹³pɑ⁵⁵	x o ¹³ ◦ p ɑ ⁵⁵	x o ¹³ - ( ◦ p ɑ ⁵⁵ )				1040			
19825	Tibetan_Batang	knee	the knee	pe⁵⁵mᴜ⁵³	p e ⁵⁵ ◦ m ᴜ ⁵³	p e ⁵⁵ ◦ m ᴜ ⁵³				22			
19827	Dulong	eight	eight	çɑt⁵⁵	ç ɑ t ⁵⁵	( - - - - - - - ) - - - - ç - ɑ - - t ( - ⁵⁵ ) - -				183			
19829	Tibetan_Xiahe	eight	eight	dʑal	dʑ a l	( - - - - - - - ) - - - - dʑ - a - - l ( - - ) - -				183			
19831	Daofu	hear	to hear	də ntɕhi	d ə + n tɕʰ i	d ə + n tɕʰ i	!			3311			
19833	Daofu	heavy	heavy	gɛ nɮə	g ɛ + n ɮ ə	- - - - - - - - - g ɛ + n - ɮ - ə - - - - - - - - - - - - - - - - - - - - -				10379			
19834	Daofu	throw / hurl	to throw	ɟjɛr qɛ	ɟ j ɛ r + q ɛ	ɟ j ɛ r + q ɛ				3350			
19835	Daofu	spit	to spit	ʂphə	ʂ pʰ ə	- - - ʂ pʰ ə -	!			2920			
19836	Daofu	push / shove	to push	zo	z o	z o				3387			
19839	Tibetan_Batang	year	the year	lᴜ²³¹	l ᴜ ²³¹	l ᴜ ²³¹				1204			
19841	Daofu	dig / scoop out	to dig	nqhu ra	n qʰ u + r a	n qʰ u + r a	!			3483			
19843	Dulong	egg	the egg	ɑŋ³¹lɯm⁵³	ɑ ŋ ³¹ + l ɯ m ⁵³	ɑ ŋ ³¹ + l ɯ m ⁵³				1859			
19844	Daofu	play / amuse oneself	to play	ncçha ra	n cçʰ a + r a	n cçʰ a + r a	!			29732			
19845	Daofu	forget	to forget	də rmə	d ə + r m ə	) d ə + r m ə	!			1575			
19847	Daofu	smell	to smell (perceive odor) [transitive]	no	n o	( - - - - - - - - - - - - - - - - - - - - - - - - - - - ) - - - - n o - - ( - - - - - - - - )				67			
19849	Dulong	hide (sthg.)	to hide (conceal)	ɑ³¹xɔt⁵⁵	ɑ ³¹ + x ɔ t ⁵⁵	ɑ ³¹ + x ɔ t ⁵⁵				3708			
19851	Tibetan_Batang	one	one	tɕiʔ⁵³	tɕ i ʔ ⁵³	- - - tɕ i ʔ - ( - ) ⁵³ ( - - )				302			
19853	Tibetan_Batang	three	three	sɑ̃⁵⁵	s ɑ̃ ∼ ⁵⁵	) s ɑ̃ ∼ ⁵⁵				283			
19854	Tibetan_Batang	four	four	ɣɪ⁵³	ɣ ɪ ⁵³	- - - - - - ɣ ɪ - - - - ⁵³ - ( - - - - - - )				263			
19855	Tibetan_Batang	five	five	ŋa⁵³	ŋ a ⁵³	( - - - - - - - - - - - ) - ŋ - - a - ⁵³ - ( - - - )				10357			
19856	Tibetan_Batang	six	six	tʂuʔ²³¹	tʂ u ʔ ²³¹	- - - - - - - - - - - tʂ - u - - ʔ - - ²³¹ ( - )				306			
19857	Tibetan_Batang	seven	seven	dỹ⁵⁵	d ỹ ∼ ⁵⁵	- d ỹ ∼ ⁵⁵	!?∼			1049			
19858	Tibetan_Batang	eight	eight	dʑɛʔ⁵³	dʑ ɛ ʔ ⁵³	( - - - - - - - ) - - - - dʑ - ɛ - - ʔ ( - - ) ⁵³ -				183			
19859	Tibetan_Batang	nine	nine	gᴜ⁵³	g ᴜ ⁵³	( - - - - - - - - - - ) - - - - g - ᴜ - - - - ( - ) - ⁵³				24			
19860	Tibetan_Batang	ten	ten	tɕᴜ⁵³	tɕ ᴜ ⁵³	- tɕ ᴜ - ⁵³ ( - - - - - )				296			
19861	Motuo_Menba	count (numbers)	to count	dʐaŋ ʔa	dʐ a ŋ _ ʔ a	dʐ a ŋ _ ʔ a		tib grang		1896			
19863	Daofu	think	to think (reflect)	ntshə sxi	n tsʰ ə + s x i	) n tsʰ ə + s x i	!			1903			
19865	Daofu	laugh / smile	to laugh	qhɛ	qʰ ɛ	qʰ ɛ				2598			
19876	Daofu	bite	to bite	ʂcçhɛ	ʂ cçʰ ɛ	ʂ cçʰ ɛ	!			1933			
19879	Tibetan_Alike	full	full	kaŋ	k a ŋ	k a ŋ - - - -				1085			
19882	Dulong	hunt	to hunt	ɕɑ⁵⁵kuɑ·n⁵³	ɕ ɑ ⁵⁵ + k u ɑː n ⁵³	ɕ ɑ ⁵⁵ + k u ɑː n ⁵³	!			1949			
19883	Dulong	fight	to fight	ɑ³¹sɑt⁵⁵	ɑ ³¹ + s ɑ t ⁵⁵	ɑ ³¹ + s ɑ t ⁵⁵				1953			
19887	Tibetan_Batang	skin	the skin	xha⁵⁵pɑ⁵³	xh a ⁵⁵ ◦ p ɑ ⁵³	) xh a ⁵⁵ ◦ p ɑ ⁵³	?			1965			
19888	Motuo_Menba	die	to die	ɕi	ɕ i	) ɕ i				163			
19892	Yidu	eye	the eye	e⁵⁵lo⁵⁵bɹɑ⁵⁵	e ⁵⁵ ◦ l o ⁵⁵ ◦ b ɹ ɑ ⁵⁵	e ⁵⁵ ◦ l o ⁵⁵ ◦ b ɹ ɑ ⁵⁵				2783			
19894	Dulong	burn	to burn [intransitive]	gɑ⁵³	g ɑ ⁵³	g ɑ ⁵³				1984			
19898	Daofu	walk	to walk	ʂkoŋ thoŋ ɕə	ʂ k o ŋ + tʰ o ŋ + ɕ ə	ʂ k o ŋ + tʰ o ŋ + ɕ ə	!	tibetan[rkaŋ.thaŋ]		2809			
19921	Tibetan_Batang	I	I [first person singular]	ŋa²³¹	ŋ a ²³¹	ŋ - a - ²³¹ - - -				327			
19923	Tibetan_Batang	you	thou [second person singular]	høʔ⁵³	h ø ʔ ⁵³	) h ø ʔ ⁵³				2471			
19925	Tibetan_Batang	eat	to eat	sa²³¹	s a ²³¹	) s a ²³¹				3419			
19929	Yidu	needle	the needle (for sewing)	khɯu⁵³	kh ɯ u ⁵³	kh ɯ u ⁵³				2981			
19948	Dulong	give	to give	dzi⁵³	dz i ⁵³	dz i ⁵³				3084			
19952	Tibetan_Batang	big / large	big	tɕhɪ⁵³	tɕʰ ɪ ⁵³	- - - - tɕʰ ɪ - ⁵³ ( - - - - - )				412			
19953	Tibetan_Batang	big / large	big	tɕhɑu¹³	tɕʰ ɑ u ¹³	- - - - tɕʰ ɑ - - ( - u ¹³ - - )				412			
19954	Tibetan_Batang	small	small	tɕhũ¹³tɕhũ⁵⁵	tɕʰ ũ ∼ ¹³ ◦ tɕʰ ũ ∼ ⁵⁵	tɕʰ ũ ∼ ¹³ ◦ tɕʰ ũ ∼ ⁵⁵ ( - - - )				742			
19955	Tibetan_Batang	high / tall	high / tall	thᴜ⁵³	th ᴜ ⁵³	- - - - th ᴜ - ⁵³ - - - - - -				139			
19956	Tibetan_Batang	high / tall	high / tall	thᴜ⁵⁵mbᴜ⁵³	th ᴜ ⁵⁵ ◦ m b ᴜ ⁵³	- - - - th ᴜ - ⁵⁵ ◦ m - b ᴜ ⁵³	!			139			
19959	Tibetan_Batang	long	long	rĩ¹³mbᴜ⁵³	r ĩ ∼ ¹³ ◦ m b ᴜ ⁵³	- r ĩ ∼ - ¹³ ( - - - - ◦ m b ᴜ ⁵³ - - - - )	!			547			
19962	Tibetan_Batang	near	near	thɑʔ⁵³thũ¹³thũ⁵⁵	th ɑ ʔ ⁵³ ◦ th ũ ∼ ¹³ ◦ th ũ ∼ ⁵⁵	th ɑ ʔ ⁵³ ◦ th ũ ∼ ¹³ - - - ◦ th - ũ ∼ ⁵⁵				1657			
19964	Tibetan_Batang	narrow	narrow	xĩ¹³kha⁵³tɕhũ¹³tɕũ⁵⁵	x ĩ ∼ ¹³ ◦ kʰ a ⁵³ ◦ tɕʰ ũ ∼ ¹³ ◦ tɕ ũ ∼ ⁵⁵	x ĩ ∼ ¹³ ◦ kʰ a ⁵³ ◦ tɕʰ ũ ∼ ¹³ ◦ tɕ ũ ∼ ⁵⁵				1659			
19966	Tibetan_Batang	thick	thick	thu⁵⁵pᴜ⁵³	th u ⁵⁵ ◦ p ᴜ ⁵³	) th u ⁵⁵ ◦ p ᴜ ⁵³				2146			
19968	rGyalrong_Maerkang	snake	the snake	kha brᴇ	kh a _ b r ᴇ	- kh a _ b r ᴇ				70			
19971	Tibetan_Batang	many / much	many	mõ¹³mbᴜ⁵³	m õ ∼ ¹³ ◦ m b ᴜ ⁵³	m õ ∼ ¹³ ( ◦ m b ᴜ ⁵³ )	!			1663			
19974	Tibetan_Batang	circle / circular	round	gɑ¹³gɑ⁵⁵	g ɑ ¹³ ◦ g ɑ ⁵⁵	- g ɑ - ¹³ ( ◦ - g ɑ ⁵⁵ ) - ( - )				125			
19984	Tibetan_Batang	straight	straight	xẽ⁵⁵mbᴜ⁵³	x ẽ ∼ ⁵⁵ ◦ m b ᴜ ⁵³	x ẽ ∼ ⁵⁵ ◦ m b ᴜ ⁵³	!			1668			
19988	Tibetan_Batang	red	red	mɑ⁵⁵mɑ⁵⁵	m ɑ ⁵⁵ ◦ m ɑ ⁵⁵	- m ɑ ⁵⁵ ◦ - - ( - - - m ɑ ⁵⁵ )				1088			
19995	Tibetan_Batang	heavy	heavy	dʑi⁵⁵pᴜ⁵³	dʑ i ⁵⁵ ◦ p ᴜ ⁵³	- - - - - - - - - - - - - - dʑ - i - - - ⁵⁵ - ◦ p ᴜ ⁵³ - - - - - - - - - - - -				10379			
19996	Tibetan_Batang	light (weight)	light (of weight)	jõ¹³mᴜ⁵³	j õ ∼ ¹³ ◦ m ᴜ ⁵³	( - - - - - - - - - - - - - ) - j õ ∼ - ¹³ ( - - - - - - ◦ m ᴜ ⁵³ - - - - - - - - - - - - - - - - - - - - - - - - )				10542			
19997	Tibetan_Alike	sharp	sharp	rno ɣə	r n o _ ɣ ə	r n o _ ( - ɣ ə - )	!			1770			
19998	Tibetan_Batang	early	early	ŋ̊a⁵³	ŋ̊ a ⁵³	- ŋ̊ a - ⁵³ ( - - - - )				259			
19999	Tibetan_Batang	late	late	ɕhɪ⁵³	ɕʰ ɪ ⁵³	ɕʰ ɪ ⁵³ ( - - - - )				2277			
20000	Tibetan_Batang	sharp	sharp	nᴜ⁵⁵bᴜ⁵³	n ᴜ ⁵⁵ ◦ b ᴜ ⁵³	- n ᴜ ⁵⁵ ( ◦ b ᴜ ⁵³ )				1770			
20006	Tibetan_Batang	dry	dry	ka⁵⁵mbᴜ⁵³	k a ⁵⁵ ◦ m b ᴜ ⁵³	- k a ( ⁵⁵ ) ◦ m ( - - b ᴜ ⁵³ )	!			1092			
20011	Tibetan_Batang	hard	hard	sa⁵⁵mᴜ⁵³	s a ⁵⁵ ◦ m ᴜ ⁵³	s a ⁵⁵ ( ◦ m ᴜ ) ⁵³				1458			
20013	Zhaba_Daofu_County	knee	the knee	pu¹³	p u ¹³	- p u ¹³				2039			
20024	Motuo_Menba	throw / hurl	to throw	taŋ	t a ŋ	t a ŋ				2308			
20025	Tibetan_Batang	new	new	sɛ⁵⁵ba⁵³	s ɛ ⁵⁵ ◦ b a ⁵³	- s ɛ - ⁵⁵ - ( ◦ b a ⁵³ - - - - )				23			
20026	Tibetan_Batang	good	good	jɑ¹³pᴜ⁵³	j ɑ ¹³ ◦ p ᴜ ⁵³	j ɑ ¹³ ( ◦ p ᴜ ⁵³ )				1099			
20027	Tibetan_Batang	good	good	zõ⁵⁵bᴜ⁵³	z õ ∼ ⁵⁵ ◦ b ᴜ ⁵³	- z õ ∼ ⁵⁵ ( ◦ b ᴜ ⁵³ )				1680			
20030	Tibetan_Batang	old / elderly	old (of person)	gɛ⁵⁵po⁵³	g ɛ ⁵⁵ ◦ p o ⁵³	- g ɛ - ⁵⁵ ( - ◦ p o ⁵³ - - - )				583			
20033	Tibetan_Batang	hot	hot	tsha⁵⁵mᴜ⁵³	tsʰ a ⁵⁵ ◦ m ᴜ ⁵³	( - - - - - - ) - tsʰ - a ⁵⁵ ( - - - - - - - ◦ m ᴜ ⁵³ - - - - - - - )				586			
20034	Tibetan_Batang	cold (weather, water)	cold (of temperature)	tʂõ¹³mᴜ⁵³	tʂ õ ∼ ¹³ ◦ m ᴜ ⁵³	- - tʂ - õ ∼ ¹³ - ( ◦ m ᴜ ⁵³ )				933			
20044	Tibetan_Batang	dirty	dirty	tso⁵⁵pa⁵³	ts o ⁵⁵ ◦ p a ⁵³	- ts o - ⁵⁵ ( - - ◦ p a ⁵³ )				599			
20055	Yidu	high / tall	high / tall	kɑ⁵⁵ loŋ⁵⁵	k ɑ ⁵⁵ _ l o ŋ ⁵⁵	k ɑ ⁵⁵ _ l o ŋ ⁵⁵				2311			
20056	Dulong	come	to come	di⁵³	d i ⁵³	d i ⁵³				2356			
20057	Tibetan_Alike	one	one	ɣcçək	ɣ cç ə k	ɣ - - cç ə k - ( - ) - ( - - )	!			302			
20058	Motuo_Menba	play / amuse oneself	to play	me ʔa	m e _ ʔ a	m e _ ʔ a				2360			
20061	rGyalrong_Maerkang	feather / plume	the feather	tɑ mŋi	t ɑ _ m ŋ i	( t ɑ _ ) m ŋ i	!			1374			
20063	Zhaba_Daofu_County	nail	the nail (fingernail or claw)	ja³³dzi⁵⁵	j a ³³ ◦ dz i ⁵⁵	j a ³³ ◦ dz i ⁵⁵				1194			
20070	Tibetan_Batang	name	the name	mĩ¹³	m ĩ ∼ ¹³	- m ĩ ∼ ¹³				18			
20071	Dulong	buy	to buy	wɑn⁵³	w ɑ n ⁵³	w ɑ n ⁵³	This variety of Dulong  has -ɹ but reflects -l as -n. See also 'ten'			3307			
20072	Motuo_Menba	smell	to smell (perceive odor) [transitive]	nam	n a m	( - - - - - - - - - - - - - - - - - - - - - - - - - - - ) - - - - n a m - ( - - - - - - - - )				67			
20078	Dulong	scratch (an itch)	to scratch	ɹɯʔ⁵⁵	ɹ ɯ ʔ ⁵⁵	- - ɹ ɯ ʔ ⁵⁵				2404			
20082	Dulong	throw up / vomit	to vomit	duʔ⁵⁵	d u ʔ ⁵⁵	d u ʔ ⁵⁵				2408			
20096	Tibetan_Batang	wipe (the table)	to wipe	ɕhɪ⁵³	ɕʰ ɪ ⁵³	ɕʰ ɪ ⁵³				2495			
20102	Tibetan_Batang	hide (sthg.)	to hide (conceal)	kũ⁵⁵	k ũ ∼ ⁵⁵	k ũ ∼ ⁵⁵				3491			
20135	Dulong	shoot (an arrow)	to shoot (an arrow)	ɑp⁵⁵	ɑ p ⁵⁵	( - - - ) - ɑ p ( ⁵⁵ - - - - - - )				727			
20151	Tibetan_Batang	fight	to fight	dʑᴜ¹³røʔ⁵³gᴜ⁵³	dʑ ᴜ ¹³ ◦ r ø ʔ ⁵³ ◦ g ᴜ ⁵³	dʑ ᴜ ¹³ ◦ r ø ʔ ⁵³ ◦ g ᴜ ⁵³				2480			
20155	Jingpho	stand	to stand	tsa̱p⁵⁵	ts a̱ p ⁵⁵	ts a̱ p ⁵⁵				2246			
20157	Dulong	count (numbers)	to count	ɹɯ³¹tɯ⁵³	ɹ ɯ ³¹ + t ɯ ⁵³	ɹ ɯ ³¹ + t ɯ ⁵³				2489			
20160	Tibetan_Batang	black	black	nɑ¹³nɑʔ⁵³	n ɑ ¹³ ◦ n ɑ ʔ ⁵³	( - - - ) - - - - - - - ( n ɑ ¹³ ◦ ) n ɑ ʔ ⁵³ ( - - - - - - - - - - - - - - - - )				511			
20198	Dulong	throw / hurl	to throw	tɑt⁵⁵	t ɑ t ⁵⁵	t ɑ t ⁵⁵				2537			
20200	Dulong	push / shove	to push	ɹɯ³¹nɔʔ⁵⁵	ɹ ɯ ³¹ + n ɔ ʔ ⁵⁵	ɹ ɯ ³¹ + n ɔ ʔ ⁵⁵				2539			
20207	Dulong	dig / scoop out	to dig	du⁵³	d u ⁵³	) d u ⁵³				711			
20211	Dulong	play / amuse oneself	to play	ɑ³¹gɑn⁵³	ɑ ³¹ + g ɑ n ⁵³	ɑ ³¹ + g ɑ n ⁵³				3024			
20212	Dulong	forget	to forget	ɑ³¹mɑn⁵³	ɑ ³¹ + m ɑ n ⁵³	) ɑ ³¹ + m ɑ n ⁵³				2553			
20215	Dulong	smell	to smell (perceive odor) [transitive]	pɯ³¹nɑm⁵³	p ɯ ³¹ + n ɑ m ⁵³	( - - - - - - - - - - - - - - - - - - - - - - - p ɯ ³¹ + ) - - - - n ɑ m - ( ⁵³ - - - - - - - )				67			
20217	Dulong	hold (a pen)	to hold	tɛn⁵³	t ɛ n ⁵³	t ɛ n ⁵³				2557			
20223	Daofu	living (adj.)	to be alive	xsə xsə	x s ə + x s ə	) x s ə + x s ə	!			280			
20226	Tibetan_Batang	fly	to fly (move through air)	dĩ⁵⁵	d ĩ ∼ ⁵⁵	d ĩ ∼ ⁵⁵				2572			
20228	Dulong	think	to think (reflect)	mit⁵⁵	m i t ⁵⁵	m i t ⁵⁵				2575			
20229	Tibetan_Xiahe	dry	dry	hka mbo	h k a _ m b o	h k a ( - ) _ m ( - - b o - )	!			1092			
20241	Dulong	bite	to bite	gɹɑt⁵⁵	g ɹ ɑ t ⁵⁵	) g ɹ ɑ t ⁵⁵				1430			
20250	Tibetan_Alike	early	early	rŋæ	r ŋ æ	r ŋ æ - - ( - - - - )	!			259			
20251	Tibetan_Lhasa	rod / stick	the stick	juk⁵⁵pə⁵⁵	j u k ⁵⁵ ◦ p ə ⁵⁵	j u k ⁵⁵ ◦ p ə ⁵⁵				1554			
20259	Yidu	belly	the belly	khɹɑ³¹poŋ³⁵	kh ɹ ɑ ³¹ ◦ p o ŋ ³⁵	kh ɹ ɑ ³¹ ◦ p o ŋ ³⁵				2600			
20262	Dulong	stand	to stand	ɹɛp⁵⁵	ɹ ɛ p ⁵⁵	ɹ ɛ p ⁵⁵				2246			
20263	Jingpho	come	to come	sa³³	s a ³³	s a ³³				2627			
20271	Tibetan_Batang	white	white	kɑ⁵⁵ka⁵⁵	k ɑ ⁵⁵ ◦ k a ⁵⁵	) k ɑ ⁵⁵ ◦ k a ⁵⁵				2478			
20272	Lisu	heart	the heart	ni³⁵mɑ³³	n i ³⁵ ◦ m ɑ ³³	( - - - ) - n i ( - ) ³⁵ ( - - - - - ◦ m ɑ ³³ )				539			
20277	Dulong	walk	to walk	di⁵³	d i ⁵³	d i ⁵³				2646			
20299	rGyalrong_Maerkang	flea	the flea	ndzɑ jᴇ	n dz ɑ _ j ᴇ	( - - - - - - - - - - - - - - - - - - n dz ɑ _ ) - j - ᴇ - -	!			944			
20317	Tibetan_Lhasa	sky	the sky	nam⁵⁵	n a m ⁵⁵	) n a m ⁵⁵				254			
20321	rGyalrong_Maerkang	spider	the spider	khɑ ʃnɑ	kh ɑ _ ʃ n ɑ	kh ɑ _ ʃ n ɑ				1756			
20324	Tibetan_Lhasa	sun	the sun	ȵi¹³mə⁵⁵	ȵ i ¹³ ◦ m ə ⁵⁵	) ȵ i ¹³ ◦ m ə ⁵⁵				83			
20326	Dulong	nine	nine	dɯ³¹gɯ⁵³|	d ɯ ³¹ + g ɯ ⁵³	( - - - - - - - - - - ) d ɯ ³¹ + g - ɯ - - - - ( ⁵³ ) - -	!			24			
20328	Motuo_Menba	lick / lap	to lick	ben	b e n	b e n				2701			
20332	Tibetan_Batang	cry	to cry (weep)	ʔɑu⁵⁵tɑuʔ⁵³	ʔ ɑ u ⁵⁵ ◦ t ɑ u ʔ ⁵³	ʔ ɑ u ⁵⁵ ◦ t ɑ u ʔ ⁵³				3250			
20335	Tibetan_Batang	come	to come	ʔõ¹³	ʔ õ ∼ ¹³	ʔ õ ∼ ¹³				2445			
20336	Tibetan_Batang	come (imperative)	to come	xhoʔ⁵³	xh o ʔ ⁵³	xh o ʔ ⁵³				2712			
20340	Tibetan_Batang	son	the son	pᴜ²³¹	p ᴜ ²³¹	) p ᴜ ²³¹				726			
20351	Tibetan_Lhasa	wind	the wind	ɬak⁵⁵pa⁵⁵	ɬ a k ⁵⁵ ◦ p a ⁵⁵	ɬ a k ⁵⁵ ◦ p a ⁵⁵				2938			
20354	Tibetan_Batang	buy	to buy	ȵo²³¹	ȵ o ²³¹	ȵ o ²³¹				2122			
20355	Tibetan_Lhasa	rain	the rain	tɕhaː⁵⁵pa⁵⁵	tɕʰ aː ⁵⁵ ◦ p a ⁵⁵	tɕʰ aː ⁵⁵ ◦ p a ⁵⁵				1342			
20359	Tibetan_Alike	dry	dry	rkam bo	r k a m _ b o	r k a ( - ) - m ( - _ b o - )	!			1092			
20361	rGyalrong_Maerkang	tree	the tree	ʃə phu	ʃ ə _ ph u	- ʃ ə _ ph u				3396			
20364	Tibetan_Batang	throw up / vomit	to vomit	ɕuʔ⁵³	ɕ u ʔ ⁵³	ɕ u ʔ ⁵³				10483			
20374	Tibetan_Lhasa	dew	the dew	siː¹³pə⁵⁵	s iː ¹³ ◦ p ə ⁵⁵	- s iː - ¹³ ( ◦ p ə ⁵⁵ - - - - )				175			
20383	Tibetan_Lhasa	sharp	sharp	no⁵⁵po⁵⁵	n o ⁵⁵ ◦ p o ⁵⁵	- n o ⁵⁵ ( ◦ p o ⁵⁵ )				1770			
20387	Jingpho	burn	to burn [intransitive]	tʃi̱ʔ⁵⁵	tʃ i̱ ʔ ⁵⁵	tʃ i̱ ʔ ⁵⁵				3489			
20388	Darang_Taraon	cloud	the cloud	ɑ³¹m̩⁵⁵	ɑ ³¹ ◦ m̩ ⁵⁵	- - - - - - - - - - - ɑ ³¹ ◦ m̩ - - - - ⁵⁵ - - - - - - - - - - - - - -	!			89			
20401	Tibetan_Batang	kill	to kill	tʂũ⁵⁵	tʂ ũ ∼ ⁵⁵	tʂ ũ ∼ ⁵⁵				2802			
20402	Tibetan_Batang	kill	to kill	sɛʔ⁵³	s ɛ ʔ ⁵³	) s ɛ ʔ ⁵³				3125			
20409	Tibetan_Batang	shoot (an arrow)	to shoot (an arrow)	dʑɑuʔ⁵³	dʑ ɑ u ʔ ⁵³	- - - - dʑ ɑ u ʔ ⁵³				2814			
20418	Zhaba_Daofu_County	man	the man (male human)	sy⁵⁵	s y ⁵⁵	s y ⁵⁵				1780			
20427	Darang_Taraon	fire	the fire	nɑ³¹mɯn⁵⁵	n ɑ ³¹ ◦ m ɯ n ⁵⁵	( - - n ɑ ³¹ ◦ - - - - - - - ) - - m - ɯ - ( - ) n - ( ⁵⁵ - - )				1746			
20428	Tibetan_Batang	count (numbers)	to count	tse⁵⁵ dʐu⁵³ dʑɑu²³¹	ts e ⁵⁵ _ dʐ u ⁵³ _ dʑ ɑ u ²³¹	ts e ⁵⁵ _ dʐ u ⁵³ _ dʑ ɑ u ²³¹				2849			
20433	Tibetan_Batang	sleep	to sleep	ȵe¹³	ȵ e ¹³	- - - - - ȵ e - ¹³				2540			
20434	Motuo_Menba	hear	to hear	than	tʰ a n	tʰ a n				2854			
20443	Darang_Taraon	hill / mountain	the mountain	thɯ⁵⁵jɑ⁵⁵	th ɯ ⁵⁵ ◦ j ɑ ⁵⁵	th ɯ ⁵⁵ ◦ j ɑ ⁵⁵				2866			
20448	Motuo_Menba	walk	to walk	de	d e	d e				2875			
20456	Tibetan_Batang	hear	to hear	tsho⁵⁵	tsʰ o ⁵⁵	tsʰ o ⁵⁵				2897			
20457	Tibetan_Batang	steal	to steal	kᴜ⁵³jeʔ²³¹	k ᴜ ⁵³ ◦ j e ʔ ²³¹	) k ᴜ ⁵³ ◦ j e ʔ ²³¹				10464			
20458	Tibetan_Batang	throw / hurl	to throw	dʑõ¹³	dʑ õ ∼ ¹³	dʑ õ ∼ ¹³				2906			
20459	Tibetan_Batang	throw / hurl	to throw	ʑuʔ⁵³	ʑ u ʔ ⁵³	ʑ u ʔ ⁵³				928			
20460	Tibetan_Batang	spit	to spit	phᴜ⁵³	ph ᴜ ⁵³	ph ᴜ ⁵³				2911			
20461	Tibetan_Batang	push / shove	to push	ja¹³ biʔ⁵³	j a ¹³ _ b i ʔ ⁵³	- j a ¹³ _ b i ʔ ⁵³				2961			
20470	Tibetan_Batang	dig / scoop out	to dig	kᴜ⁵³	k ᴜ ⁵³	) k ᴜ ⁵³				2548			
20472	Tibetan_Batang	play / amuse oneself	to play	tse⁵⁵mᴜ⁵³jeʔ²³¹	ts e ⁵⁵ ◦ m ᴜ ⁵³ ◦ j e ʔ ²³¹	) ts e ⁵⁵ ◦ m ᴜ ⁵³ ◦ j e ʔ ²³¹				1448			
20473	Tibetan_Batang	forget	to forget	dʑeiʔ⁵³	dʑ e i ʔ ⁵³	dʑ e i ʔ ⁵³				1153			
20475	Tibetan_Batang	smell	to smell (perceive odor) [transitive]	ȵ̥ũ⁵⁵	ȵ̥ ũ ∼ ⁵⁵	( - - - - - - - - - - - - - - - - - - - - - - - - - - - ) - - - - ȵ̥ ũ ∼ - ( ⁵⁵ - - - - - - - )				67			
20486	Tibetan_Alike	soft	soft	ɣȵen bo	ɣ ȵ e n _ b o	ɣ ȵ e n - ( - - - - _ b o - )				894			
20488	Tibetan_Batang	think	to think (reflect)	sɑ̃⁵⁵lᴜ⁵³tõ⁵⁵	s ɑ̃ ∼ ⁵⁵ ◦ l ᴜ ⁵³ ◦ t õ ∼ ⁵⁵	) s ɑ̃ ∼ ⁵⁵ ◦ l ᴜ ⁵³ ◦ t õ ∼ ⁵⁵				2500			
20490	Tibetan_Lhasa	road	the road	lam¹³	l a m ¹³	- l a m ¹³				2206			
20494	Tibetan_Batang	laugh / smile	to laugh	gøʔ⁵³xho⁵⁵	g ø ʔ ⁵³ ◦ xh o ⁵⁵	) g ø ʔ ⁵³ ◦ xh o ⁵⁵				2301			
20502	Tibetan_Alike	goat (female)	the goat	ræ mæ	r æ _ m æ	( - - - ) r æ - ( _ m æ )				241			
20506	Tibetan_Alike	soft	soft	ndʑam bo	n dʑ a m _ b o	( - - - ) n dʑ a m ( _ b o )	!			573			
20528	Tibetan_Lhasa	sand	the sand	tɕhe¹³ma⁵⁵	tɕʰ e ¹³ ◦ m a ⁵⁵	) tɕʰ e ¹³ ◦ m a ⁵⁵				118			
20529	rGyalrong_Maerkang	root	the root	tɐ srɐm	t ɐ _ s r ɐ m	t ɐ _ s r ɐ m				225			
20531	Darang_Taraon	sand	the sand	tɑ³¹pi⁵⁵	t ɑ ³¹ ◦ p i ⁵⁵	) t ɑ ³¹ ◦ p i ⁵⁵				10567			
20534	Tibetan_Batang	stand	to stand	lõ¹³	l õ ∼ ¹³	l õ ∼ ¹³				2265			
20542	Tibetan_Lhasa	water	the water	tɕhu⁵⁵	tɕʰ u ⁵⁵	tɕʰ u ⁵⁵				2787			
20545	Motuo_Menba	short	short	thu |m◦i	tʰ u _ m i	- - - - - - - tʰ u - - _ m - - - - ( - - - - - - i - - - - )	!			4178			
20549	Tibetan_Alike	six	six	tʂuk	tʂ u k	- - - - - - - - - - - tʂ - u - - k - - - ( - )				306			
